,Year,Tms,#P,PAge,R/G,ERA,G,GF,CG,SHO,tSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,WHIP,BAbip,H9,HR9,BB9,SO9,SO/W,E
25,1995,14,295,28.8,5.06,4.71,2020,0.93,0.07,0.02,0.04,0.24,8.90,9.30,5.06,4.66,1.07,3.75,0.24,6.00,0.29,0.04,0.36,39.05,,1.467,.298,9.4,1.1,3.8,6.1,1.60,0.68
26,1994,14,243,29.1,5.23,4.80,1594,0.90,0.10,0.02,0.04,0.23,8.93,9.44,5.23,4.76,1.11,3.73,0.28,6.03,0.27,0.04,0.39,39.24,,1.475,.299,9.5,1.1,3.8,6.1,1.62,0.72
27,1993,14,277,28.7,4.71,4.32,2268,0.91,0.09,0.02,0.05,0.26,8.92,9.11,4.71,4.28,0.91,3.53,0.32,5.71,0.28,0.05,0.32,38.62,,1.418,.294,9.2,0.9,3.6,5.8,1.62,0.71
28,1992,14,247,28.9,4.32,3.94,2268,0.89,0.11,0.03,0.06,0.27,8.96,8.82,4.32,3.92,0.78,3.40,0.28,5.38,0.26,0.04,0.32,38.31,,1.363,.285,8.9,0.8,3.4,5.4,1.58,0.73
29,1991,14,270,28.5,4.49,4.09,2268,0.90,0.10,0.02,0.07,0.27,8.99,8.90,4.49,4.09,0.86,3.41,0.27,5.71,0.24,0.05,0.34,38.49,,1.370,.288,8.9,0.9,3.4,5.7,1.67,0.72
30,1990,14,268,28.4,4.30,3.91,2266,0.90,0.10,0.03,0.06,0.28,8.91,8.78,4.30,3.86,0.79,3.37,0.26,5.60,0.22,0.04,0.34,38.10,,1.364,.287,8.9,0.8,3.4,5.7,1.66,0.73
31,1989,14,256,28.5,4.29,3.88,2266,0.88,0.12,0.03,0.06,0.26,8.91,8.86,4.29,3.84,0.76,3.21,0.26,5.43,0.21,0.07,0.31,38.04,,1.355,.288,9.0,0.8,3.2,5.5,1.69,0.77
32,1988,14,242,28.5,4.36,3.97,2262,0.84,0.16,0.04,0.06,0.25,8.92,8.83,4.36,3.93,0.84,3.18,0.27,5.45,0.24,0.25,0.31,38.07,,1.345,.285,8.9,0.8,3.2,5.5,1.71,0.74
33,1987,14,236,28.6,4.90,4.46,2268,0.84,0.16,0.03,0.05,0.21,8.90,9.09,4.90,4.41,1.16,3.44,0.22,5.93,0.22,0.06,0.34,38.54,,1.408,.288,9.2,1.2,3.5,6.0,1.72,0.76
34,1986,14,230,28.2,4.61,4.18,2268,0.84,0.16,0.04,0.05,0.23,8.91,8.92,4.61,4.13,1.01,3.38,0.21,5.76,0.22,0.05,0.33,38.29,,1.381,.286,9.0,1.0,3.4,5.8,1.70,0.78
35,1985,14,233,28.4,4.56,4.15,2264,0.84,0.16,0.03,0.05,0.23,8.92,8.91,4.56,4.11,0.96,3.30,0.25,5.20,0.19,0.05,0.28,38.19,,1.370,.281,9.0,1.0,3.3,5.3,1.58,0.80
36,1984,14,221,28.4,4.42,3.99,2268,0.82,0.18,0.03,0.05,0.23,8.94,9.06,4.42,3.97,0.87,3.16,0.25,5.10,0.18,0.04,0.27,38.30,,1.366,.285,9.1,0.9,3.2,5.1,1.61,0.82
37,1983,14,215,28.5,4.48,4.06,2270,0.79,0.21,0.04,0.06,0.22,8.93,9.10,4.48,4.03,0.84,3.13,0.25,4.83,0.19,0.04,0.25,38.19,,1.369,.286,9.2,0.8,3.1,4.9,1.55,0.81
38,1982,14,211,28.2,4.48,4.07,2270,0.80,0.20,0.04,0.05,0.20,8.96,9.06,4.48,4.05,0.92,3.23,0.23,4.81,0.16,0.05,0.26,38.33,,1.372,.282,9.1,0.9,3.2,4.8,1.49,0.78
39,1981,14,194,27.9,4.07,3.66,1500,0.78,0.22,0.05,0.08,0.20,8.97,8.68,4.07,3.65,0.71,3.17,0.26,4.60,0.19,0.05,0.24,37.91,,1.321,.276,8.7,0.7,3.2,4.6,1.45,0.78
40,1980,14,204,27.7,4.51,4.03,2264,0.76,0.24,0.04,0.06,0.20,8.98,9.26,4.51,4.02,0.81,3.19,0.29,4.58,0.18,0.04,0.26,38.49,,1.386,.288,9.3,0.8,3.2,4.6,1.44,0.85
41,1979,14,220,27.4,4.67,4.22,2256,0.75,0.24,0.04,0.05,0.18,8.89,9.17,4.67,4.16,0.89,3.29,0.25,4.48,0.19,0.02,0.29,38.24,,1.401,.286,9.3,0.9,3.3,4.5,1.36,0.87
42,1978,14,199,27.2,4.20,3.76,2262,0.71,0.29,0.06,0.07,0.17,8.91,8.82,4.20,3.73,0.74,3.22,0.22,4.49,0.20,0.04,0.24,37.96,,1.351,.280,8.9,0.7,3.3,4.5,1.39,0.86
43,1977,14,207,27.5,4.53,4.06,2262,0.74,0.26,0.04,0.05,0.18,8.94,9.09,4.53,4.03,0.89,3.21,0.24,4.97,0.20,0.03,0.28,38.30,,1.377,.287,9.2,0.9,3.2,5.0,1.55,0.88
44,1976,12,157,27.6,4.01,3.52,1934,0.69,0.31,0.07,0.08,0.17,9.03,8.70,4.01,3.53,0.58,3.17,0.24,4.73,0.19,0.03,0.25,38.09,,1.314,.280,8.7,0.6,3.2,4.7,1.49,0.89
45,1975,12,172,28.1,4.30,3.78,1926,0.68,0.32,0.06,0.07,0.17,8.97,8.75,4.30,3.76,0.76,3.46,0.28,4.93,0.20,0.03,0.29,38.31,,1.362,.280,8.8,0.8,3.5,4.9,1.42,0.96
46,1974,12,164,28.1,4.10,3.62,1946,0.67,0.33,0.06,0.07,0.13,8.97,8.77,4.10,3.60,0.70,3.15,0.27,4.89,0.21,0.02,0.25,37.98,,1.329,.282,8.8,0.7,3.2,4.9,1.55,0.90
47,1973,12,167,27.7,4.28,3.82,1944,0.68,0.32,0.06,0.08,0.20,8.95,8.84,4.28,3.79,0.80,3.42,0.25,5.07,0.20,0.02,0.31,38.28,,1.370,.282,8.9,0.8,3.4,5.1,1.48,0.88
48,1972,12,179,27.2,3.47,3.06,1858,0.73,0.27,0.08,0.10,0.20,8.96,7.94,3.47,3.05,0.63,3.09,0.35,5.48,0.21,0.02,0.25,37.21,,1.231,.267,8.0,0.6,3.1,5.5,1.77,0.83
49,1971,12,172,26.9,3.87,3.46,1932,0.72,0.28,0.07,0.08,0.19,8.95,8.26,3.87,3.44,0.77,3.35,0.34,5.39,0.22,0.02,0.27,37.75,,1.297,.272,8.3,0.8,3.4,5.4,1.61,0.78
50,1970,12,189,27.2,4.17,3.71,1946,0.80,0.20,0.04,0.06,0.24,8.97,8.43,4.17,3.70,0.90,3.50,0.33,5.63,0.22,0.03,0.32,38.14,,1.330,.274,8.5,0.9,3.5,5.7,1.61,0.84
51,1969,12,188,27.1,4.09,3.62,1946,0.77,0.23,0.06,0.07,0.20,8.99,8.28,4.09,3.62,0.85,3.61,0.34,5.57,0.23,0.03,0.33,38.16,,1.323,.270,8.3,0.8,3.6,5.6,1.54,0.86
52,1968,10,155,27.0,3.41,2.98,1624,0.74,0.26,0.08,0.09,0.19,8.96,7.61,3.41,2.97,0.68,3.01,0.33,5.94,0.26,0.03,0.31,37.00,,1.185,.260,7.6,0.7,3.0,6.0,1.98,0.85
53,1967,10,157,26.9,3.70,3.23,1620,0.77,0.23,0.08,0.09,0.22,9.01,7.88,3.70,3.24,0.74,3.08,0.30,6.14,0.25,0.03,0.31,37.45,,1.216,.267,7.9,0.7,3.1,6.1,1.99,0.82
54,1966,10,155,27.0,3.89,3.44,1612,0.79,0.21,0.06,0.07,0.23,8.99,8.07,3.89,3.43,0.85,3.06,0.30,5.89,0.20,0.03,0.32,37.48,,1.237,.267,8.1,0.8,3.1,5.9,1.93,0.86
55,1965,10,160,27.1,3.94,3.46,1620,0.80,0.20,0.05,0.07,0.23,8.97,8.12,3.94,3.45,0.85,3.28,0.33,5.95,0.20,0.03,0.31,37.75,,1.270,.269,8.1,0.8,3.3,6.0,1.82,0.84
56,1964,10,156,27.2,4.06,3.63,1628,0.79,0.21,0.07,0.08,0.22,8.98,8.38,4.06,3.62,0.95,3.21,0.29,6.12,0.23,0.02,0.30,37.97,,1.291,.274,8.4,1.0,3.2,6.1,1.90,0.77
57,1963,10,163,27.7,4.08,3.63,1616,0.75,0.25,0.06,0.07,0.19,9.00,8.42,4.08,3.63,0.92,3.11,0.26,5.71,0.21,0.03,0.26,38.05,,1.281,.271,8.4,0.9,3.1,5.7,1.83,0.83
58,1962,10,170,27.7,4.44,3.97,1618,0.76,0.24,0.05,0.06,0.20,8.97,8.69,4.44,3.96,0.96,3.50,0.23,5.28,0.21,0.03,0.25,38.56,,1.360,.275,8.7,1.0,3.5,5.3,1.51,0.84
59,1961,10,155,27.8,4.53,4.02,1622,0.74,0.26,0.06,0.06,0.18,8.89,8.65,4.53,3.98,0.95,3.64,0.18,5.14,0.20,0.02,0.26,38.41,,1.382,.275,8.8,1.0,3.7,5.2,1.41,0.93
60,1960,8,126,27.9,4.39,3.87,1234,0.75,0.25,0.05,0.06,0.18,8.98,8.66,4.39,3.86,0.88,3.60,0.23,4.86,0.22,0.02,0.24,38.54,,1.366,.274,8.7,0.9,3.6,4.9,1.35,0.85
61,1959,8,122,28.2,4.36,3.86,1236,0.70,0.30,0.06,0.07,0.17,8.94,8.59,4.36,3.84,0.88,3.41,0.21,4.92,0.21,0.03,0.22,38.29,,1.342,.270,8.6,0.9,3.4,5.0,1.44,0.90
62,1958,8,124,28.3,4.17,3.77,1238,0.69,0.31,0.06,0.07,0.17,8.90,8.56,4.17,3.73,0.85,3.28,0.21,4.88,0.20,0.03,0.20,37.84,,1.330,.273,8.6,0.9,3.3,4.9,1.49,0.81
63,1957,8,126,28.5,4.23,3.79,1232,0.71,0.29,0.05,0.06,0.16,9.03,8.69,4.23,3.80,0.83,3.50,0.29,4.72,0.22,0.03,0.20,38.56,,1.349,.273,8.7,0.8,3.5,4.7,1.35,0.83
64,1956,8,127,28.4,4.66,4.16,1236,0.68,0.32,0.05,0.06,0.14,8.93,8.85,4.66,4.12,0.87,4.06,0.23,4.70,0.23,0.02,0.21,39.02,,1.446,.278,8.9,0.9,4.1,4.7,1.16,0.95
65,1955,8,135,28.4,4.44,3.96,1236,0.71,0.29,0.08,0.09,0.17,8.92,8.74,4.44,3.93,0.78,3.89,0.25,4.37,0.22,0.02,0.20,38.73,,1.416,.275,8.8,0.8,3.9,4.4,1.12,0.88
66,1954,8,111,28.6,4.19,3.72,1242,0.63,0.37,0.07,0.07,0.14,8.94,8.67,4.19,3.70,0.66,3.72,0.29,4.13,0.17,0.02,0.14,38.47,,1.385,.274,8.7,0.7,3.7,4.2,1.11,0.90
67,1953,8,113,29.8,4.46,3.99,1236,0.65,0.35,0.07,0.08,0.15,8.95,8.99,4.46,3.97,0.71,3.62,0.20,3.97,0.21,0.02,0.20,38.64,,1.409,.280,9.0,0.7,3.6,4.0,1.10,0.87
68,1952,8,116,30.1,4.18,3.67,1242,0.59,0.41,0.07,0.08,0.13,9.00,8.61,4.18,3.67,0.64,3.73,0.28,4.15,0.20,0.02,0.17,38.57,,1.371,.272,8.6,0.6,3.7,4.1,1.11,0.91
69,1951,8,111,29.2,4.63,4.12,1234,0.61,0.39,0.06,0.06,0.12,8.96,9.00,4.63,4.10,0.68,3.96,0.18,3.72,0.18,0.03,0.16,38.98,,1.447,.278,9.0,0.7,4.0,3.7,0.94,0.97
70,1950,8,120,28.7,5.04,4.58,1240,0.60,0.40,0.05,0.05,0.12,8.84,9.25,5.04,4.50,0.78,4.37,0.17,3.68,0.17,0.04,0.17,39.30,,1.541,.285,9.4,0.8,4.4,3.7,0.84,0.92
71,1949,8,112,28.5,4.67,4.20,1236,0.59,0.41,0.07,0.07,0.11,8.85,8.87,4.67,4.13,0.62,4.55,0.19,3.53,0.14,0.03,0.20,39.00,,1.516,.279,9.0,0.6,4.6,3.6,0.78,0.89
72,1948,8,108,28.4,4.72,4.29,1236,0.64,0.36,0.06,0.06,0.14,8.88,9.07,4.72,4.23,0.57,4.23,0.22,3.48,0.14,0.02,0.19,39.07,,1.498,.283,9.2,0.6,4.3,3.5,0.82,0.89
73,1947,8,109,29.5,4.14,3.71,1246,0.60,0.40,0.07,0.08,0.12,8.89,8.62,4.14,3.66,0.54,3.81,0.28,3.72,0.11,0.02,0.15,38.20,,1.398,.274,8.7,0.6,3.9,3.8,0.98,0.87
74,1946,8,134,29.8,4.06,3.50,1242,0.55,0.45,0.08,0.09,0.09,8.91,8.69,4.06,3.47,0.53,3.55,0.24,4.21,0.11,0.02,0.14,38.25,,1.374,.279,8.8,0.5,3.6,4.3,1.19,1.05
75,1945,8,113,29.9,3.90,3.36,1224,0.49,0.51,0.09,0.09,0.08,8.95,8.69,3.90,3.34,0.35,3.39,0.27,3.42,0.13,0.02,0.15,38.20,,1.350,.276,8.7,0.4,3.4,3.4,1.01,1.06
76,1944,8,106,29.8,4.09,3.43,1238,0.55,0.45,0.07,0.07,0.09,9.02,8.98,4.09,3.44,0.37,3.19,0.23,3.43,0.14,0.02,0.17,38.52,,1.349,.280,9.0,0.4,3.2,3.4,1.07,1.16
77,1943,8,110,29.5,3.89,3.30,1234,0.56,0.44,0.08,0.08,0.11,9.10,8.53,3.89,3.33,0.38,3.50,0.20,3.65,0.14,0.03,0.15,38.50,,1.322,.270,8.4,0.4,3.5,3.6,1.04,1.06
78,1942,8,108,29.0,4.26,3.66,1222,0.52,0.48,0.07,0.07,0.08,8.95,8.82,4.26,3.64,0.44,3.53,0.24,3.39,0.14,0.02,0.17,38.57,,1.381,.275,8.9,0.4,3.6,3.4,0.96,1.15
79,1941,8,111,29.0,4.74,4.15,1244,0.54,0.46,0.06,0.06,0.09,8.91,9.24,4.74,4.11,0.59,3.81,0.28,3.56,0.12,0.01,0.22,39.12,,1.464,.283,9.3,0.6,3.9,3.6,0.93,1.11
80,1940,8,114,28.5,4.96,4.38,1238,0.56,0.44,0.05,0.05,0.10,8.85,9.43,4.96,4.31,0.71,3.63,0.22,3.82,0.12,0.02,0.22,38.99,,1.476,.288,9.6,0.7,3.7,3.9,1.05,1.17
81,1939,8,116,28.4,5.21,4.62,1230,0.58,0.42,0.04,0.04,0.10,8.84,9.65,5.21,4.54,0.65,3.79,0.19,3.51,0.12,0.02,0.20,39.40,,1.519,.292,9.8,0.7,3.9,3.6,0.93,1.19
82,1938,8,111,28.7,5.37,4.79,1226,0.54,0.46,0.04,0.04,0.08,8.76,9.73,5.37,4.66,0.70,4.02,0.19,3.47,0.13,0.02,0.18,39.37,,1.569,.296,10.0,0.7,4.1,3.6,0.86,1.13
83,1937,8,106,28.8,5.23,4.62,1244,0.55,0.45,0.05,0.05,0.09,8.80,9.79,5.23,4.52,0.65,3.84,0.21,3.58,0.13,0.02,0.16,39.29,,1.548,.299,10.0,0.7,3.9,3.7,0.93,1.10
84,1936,8,105,28.6,5.67,5.04,1236,0.53,0.47,0.04,0.04,0.08,8.85,10.24,5.67,4.95,0.61,3.93,0.20,3.26,0.16,0.02,0.26,40.01,,1.602,.305,10.4,0.6,4.0,3.3,0.83,1.14
85,1935,8,102,28.1,5.09,4.46,1222,0.54,0.46,0.06,0.06,0.08,8.93,9.85,5.09,4.42,0.54,3.72,0.19,3.23,0.14,0.02,0.17,39.69,,1.519,.296,9.9,0.5,3.7,3.3,0.87,1.10
86,1934,8,106,28.4,5.13,4.50,1230,0.56,0.44,0.05,0.05,0.09,8.87,9.73,5.13,4.43,0.56,3.75,0.18,3.48,0.12,0.02,0.19,39.39,,1.520,.297,9.9,0.6,3.8,3.5,0.93,1.16
87,1933,8,99,28.9,5.00,4.28,1216,0.57,0.43,0.05,0.05,0.10,8.96,9.57,5.00,4.26,0.50,3.60,0.14,3.22,0.12,0.01,0.15,39.51,,1.469,.289,9.6,0.5,3.6,3.2,0.89,1.13
88,1932,8,103,28.3,5.23,4.48,1230,0.53,0.47,0.05,0.05,0.08,8.95,9.76,5.23,4.45,0.57,3.58,0.13,3.26,0.14,0.02,0.15,39.63,,1.491,.292,9.8,0.6,3.6,3.3,0.91,1.22
89,1931,8,93,28.3,5.14,4.38,1236,0.53,0.47,0.04,0.04,0.08,8.92,9.84,5.14,4.34,0.47,3.37,0.16,3.27,0.14,0.02,0.13,39.51,,1.480,.296,9.9,0.5,3.4,3.3,0.97,1.27
90,1930,8,97,28.0,5.41,4.65,1232,0.54,0.46,0.03,0.03,0.09,8.86,10.02,5.41,4.57,0.55,3.21,0.11,3.31,0.16,0.02,0.14,39.21,,1.494,.301,10.2,0.6,3.3,3.4,1.03,1.26
91,1929,8,100,28.4,5.01,4.24,1226,0.51,0.49,0.05,0.05,0.08,8.90,9.77,5.01,4.19,0.49,3.32,0.12,2.91,0.16,0.02,0.16,39.04,,1.469,.294,9.9,0.5,3.4,2.9,0.88,1.24
92,1928,8,106,28.0,4.75,4.04,1234,0.50,0.50,0.06,0.06,0.09,8.90,9.59,4.75,3.99,0.39,3.10,0.11,3.00,0.19,0.01,0.11,38.65,,1.426,.294,9.7,0.4,3.1,3.0,0.97,1.25
93,1927,8,106,28.4,4.92,4.14,1238,0.53,0.47,0.05,0.05,0.09,8.89,9.73,4.92,4.08,0.35,3.25,,2.75,0.22,0.03,0.14,38.80,,1.461,.298,9.9,0.4,3.3,2.8,0.84,1.33
94,1926,8,99,28.8,4.73,4.02,1232,0.56,0.44,0.05,0.05,0.09,8.88,9.55,4.73,3.97,0.34,3.41,,2.81,0.21,0.02,0.13,38.91,,1.460,.296,9.7,0.3,3.5,2.8,0.82,1.24
95,1925,8,103,28.9,5.19,4.39,1232,0.53,0.47,0.05,0.05,0.09,8.91,10.09,5.19,4.35,0.43,3.50,,2.69,0.22,0.02,0.14,39.48,,1.526,.304,10.2,0.4,3.5,2.7,0.77,1.32
96,1924,8,116,28.1,4.96,4.23,1234,0.53,0.47,0.05,0.05,0.09,8.87,9.92,4.96,4.17,0.32,3.36,,2.63,0.26,0.02,0.14,39.19,,1.497,.304,10.1,0.3,3.4,2.7,0.78,1.23
97,1923,8,107,27.8,4.77,3.98,1232,0.51,0.49,0.05,0.05,0.08,8.94,9.62,4.77,3.95,0.36,3.33,,2.92,0.28,0.02,0.14,39.02,,1.449,.298,9.7,0.4,3.4,2.9,0.88,1.30
98,1922,8,106,27.5,4.73,4.03,1236,0.49,0.51,0.06,0.06,0.07,8.95,9.72,4.73,4.01,0.42,3.06,,2.90,0.27,0.02,0.15,38.85,,1.427,.298,9.8,0.4,3.1,2.9,0.95,1.25
99,1921,8,105,27.3,5.10,4.28,1232,0.47,0.53,0.05,0.05,0.07,8.94,10.15,5.10,4.26,0.39,3.20,,2.93,0.25,0.03,0.15,39.47,,1.493,.308,10.2,0.4,3.2,2.9,0.91,1.42
100,1920,8,113,27.2,4.76,3.79,1234,0.43,0.57,0.06,0.06,0.06,8.94,9.65,4.76,3.76,0.30,3.09,,2.94,0.24,0.02,0.18,37.45,,1.424,.301,9.7,0.3,3.1,3.0,0.95,1.39
101,1919,8,111,27.2,4.09,3.22,1120,0.42,0.57,0.08,0.08,0.04,8.97,8.93,4.09,3.21,0.21,3.01,,3.19,0.25,0.02,0.17,36.93,,1.331,.288,9.0,0.2,3.0,3.2,1.06,1.44
102,1918,8,105,26.9,3.64,2.77,1016,0.40,0.60,0.09,0.09,0.07,9.08,8.37,3.64,2.80,0.09,3.16,,2.93,0.23,0.01,0.15,37.44,,1.270,.274,8.3,0.1,3.1,2.9,0.93,1.52
103,1917,8,92,26.2,3.63,2.66,1244,0.47,0.53,0.10,0.10,0.08,9.03,8.07,3.63,2.67,0.11,3.08,,3.33,0.25,0.01,0.17,36.19,,1.235,.270,8.0,0.1,3.1,3.3,1.08,1.50
104,1916,8,102,25.8,3.68,2.82,1250,0.49,0.51,0.08,0.08,0.08,9.03,8.14,3.68,2.83,0.12,3.26,,3.76,0.25,0.02,0.20,36.20,,1.262,.274,8.1,0.1,3.2,3.7,1.15,1.48
105,1915,8,123,25.1,3.96,2.93,1242,0.47,0.53,0.08,0.08,0.06,8.95,8.05,3.96,2.91,0.13,3.40,,3.91,0.31,0.03,0.23,36.17,,1.279,.279,8.1,0.1,3.4,3.9,1.15,1.70
106,1914,8,99,25.0,3.66,2.73,1262,0.48,0.52,0.10,0.11,0.06,8.92,7.99,3.66,2.71,0.12,3.11,,4.07,0.26,0.02,0.23,35.77,,1.244,.280,8.1,0.1,3.1,4.1,1.31,1.70
107,1913,8,119,25.6,3.93,2.93,1228,0.45,0.55,0.09,0.09,0.07,8.91,8.32,3.93,2.90,0.13,3.09,,3.96,0.30,0.02,0.23,36.84,,1.280,.282,8.4,0.1,3.1,4.0,1.28,1.71
108,1912,8,123,26.2,4.44,3.34,1238,0.37,0.63,0.06,0.07,0.05,8.83,8.74,4.44,3.28,0.13,3.05,,4.17,0.31,0.02,0.25,36.34,,1.335,.300,8.9,0.1,3.1,4.2,1.37,1.99
109,1911,8,105,26.5,4.60,3.34,1228,0.38,0.62,0.06,0.07,0.04,8.91,9.15,4.60,3.30,0.16,2.96,,4.15,0.37,0.02,0.25,37.27,,1.360,.307,9.2,0.2,3.0,4.2,1.40,1.96
110,1910,8,96,26.8,3.65,2.52,1256,0.32,0.68,0.10,0.10,0.03,8.98,7.90,3.65,2.51,0.12,2.76,,4.20,0.34,0.01,0.23,35.69,,1.187,.275,7.9,0.1,2.8,4.2,1.52,1.85
