,Rank,Player (age that year),Def. Games as 3B,Year,Throws
141,134.,Gary Gaetti (27),156,1986,R
142,134.,Troy Glaus (23),156,2000,R
143,134.,Troy Glaus (25),156,2002,R
144,134.,Kelly Gruber (26),156,1988,R
145,134.,Frankie Gustine (27),156,1947,R
146,134.,Stan Hack (29),156,1939,R
147,134.,Toby Harrah (31),156,1980,R
148,134.,Shea Hillenbrand (26),156,2002,R
149,134.,Dave Hollins (26),156,1992,R
150,134.,Chipper Jones+ (27),156,1999,R
151,134.,Jeff King (28),156,1993,R
152,134.,Coco Laboy (28),156,1969,R
153,134.,Buddy Lewis (20),156,1937,R
154,134.,Manny Machado (20),156,2013,R
155,134.,Manny Machado (22),156,2015,R
156,134.,Manny Machado (24),156,2017,R
157,134.,Frank Malzone (32),156,1962,R
158,134.,Graig Nettles (32),156,1977,R
159,134.,Terry Pendleton (25),156,1986,R
160,134.,Rico Petrocelli (28),156,1971,R
161,134.,Babe Pinelli (26),156,1922,R
162,134.,Aramis Ramirez (28),156,2006,R
163,134.,Joe Randa (29),156,1999,R
164,134.,Joe Randa (30),156,2000,R
165,134.,Brooks Robinson+ (32),156,1969,R
166,134.,Brooks Robinson+ (33),156,1970,R
167,134.,Brooks Robinson+ (34),156,1971,R
168,134.,Pete Rose (37),156,1978,R
169,134.,Kyle Seager (28),156,2016,R
170,134.,Mike Shannon (28),156,1968,R
171,134.,Tim Wallach (24),156,1982,R
172,134.,Tim Wallach (25),156,1983,R
173,174.,Bob Aspromonte (26),155,1964,R
174,174.,Sal Bando (32),155,1976,R
175,174.,Tony Batista (30),155,2004,R
176,174.,Les Bell (24),155,1926,R
177,174.,Adrian Beltre (25),155,2004,R
178,174.,Adrian Beltre (26),155,2005,R
179,174.,Adrian Beltre (27),155,2006,R
180,174.,Jeff Cirillo (29),155,1999,R
181,174.,Jeff Cirillo (30),155,2000,R
182,174.,Harlond Clift (24),155,1937,R
183,174.,Ernie Courtney (30),155,1905,R
184,174.,Lave Cross (38),155,1904,R
185,174.,Josh Donaldson (27),155,2013,R
186,174.,Darrell Evans (31),155,1978,R
187,174.,Pedro Feliz (34),155,2009,R
188,174.,Todd Frazier (29),155,2015,R
189,174.,Chase Headley (31),155,2015,R
190,174.,Don Hoak (31),155,1959,R
191,174.,Don Hoak (32),155,1960,R
192,174.,Billy Johnson (24),155,1943,R
193,174.,Willie Kamm (28),155,1928,R
194,174.,Evan Longoria (28),155,2014,R
195,174.,Frank Malzone (28),155,1958,R
196,174.,Steve Ontiveros (25),155,1977,R
197,174.,Jim Presley (24),155,1986,R
198,174.,Ken Reitz (25),155,1976,R
199,174.,Anthony Rendon (26),155,2016,R
200,174.,Alex Rodriguez (28),155,2004,R
201,174.,Scott Rolen (22),155,1997,R
202,174.,Scott Rolen (27),155,2002,R
203,174.,Milt Stock (26),155,1920,R
204,174.,Pie Traynor+ (32),155,1931,R
205,174.,Robin Ventura (25),155,1993,R
206,174.,Ty Wigginton (25),155,2003,R
207,174.,Matt Williams (25),155,1991,R
208,174.,David Wright (27),155,2010,R
209,174.,David Wright (29),155,2012,R
210,174.,Eddie Yost (23),155,1950,R
211,174.,Eddie Yost (27),155,1954,R
212,174.,Michael Young (33),155,2010,R
213,174.,Todd Zeile (33),155,1999,R
214,215.,Bobby Adams (30),154,1952,R
215,215.,Nolan Arenado (28),154,2019,R
216,215.,Garrett Atkins (27),154,2007,R
217,215.,Tony Batista (26),154,2000,R
218,215.,Tony Batista (28),154,2002,R
219,215.,Tony Batista (29),154,2003,R
220,215.,Buddy Bell (21),154,1973,R
221,215.,Buddy Bell (31),154,1983,R
222,215.,Adrian Beltre (31),154,2010,R
223,215.,Aaron Boone (29),154,2002,R
224,215.,Bill Bradley (26),154,1904,R
225,215.,Miguel Cabrera (29),154,2012,R
226,215.,Eric Chavez (25),154,2003,R
227,215.,Jeff Cirillo (26),154,1996,R
228,215.,Harlond Clift (28),154,1941,R
229,215.,Scott Cooper (25),154,1993,R
230,215.,Chone Figgins (31),154,2009,R
231,215.,Eddie Foster (25),154,1912,R
232,215.,Travis Fryman (31),154,2000,R
233,215.,Gary Gaetti (24),154,1983,R
234,215.,Gary Gaetti (25),154,1984,R
235,215.,Larry Gardner (34),154,1920,R
236,215.,Phil Garner (34),154,1983,R
237,215.,Eddie Grant (26),154,1909,R
238,215.,Heinie Groh (27),154,1917,R
239,215.,Charlie Hayes (28),154,1993,R
240,215.,Ken Keltner (22),154,1939,R
241,215.,Bob Kennedy (19),154,1940,R
242,215.,Kevin Kouzmanoff (26),154,2008,R
243,215.,Mike Lowell (30),154,2004,R
244,215.,Mike Lowell (33),154,2007,R
245,215.,Frank Malzone (29),154,1959,R
246,215.,Ken McMullen (27),154,1969,R
247,215.,Melvin Mora (34),154,2006,R
248,215.,Graig Nettles (25),154,1970,R
249,215.,Graig Nettles (29),154,1974,R
250,215.,Marv Owen (28),154,1934,R
251,215.,Dean Palmer (27),154,1996,R
252,215.,Jim Presley (23),154,1985,R
253,215.,Doug Rader (24),154,1969,R
254,215.,Doug Rader (25),154,1970,R
255,215.,Gene Robertson (25),154,1925,R
256,215.,Brooks Robinson+ (36),154,1973,R
257,215.,Alex Rodriguez (31),154,2007,R
258,215.,Red Rolfe (28),154,1937,R
259,215.,Al Rosen (26),154,1950,R
260,215.,Al Rosen (27),154,1951,R
261,215.,Al Rosen (29),154,1953,R
262,215.,Kyle Seager (29),154,2017,R
263,215.,Kyle Seager (30),154,2018,R
264,215.,Howie Shanks (30),154,1921,R
265,215.,Pie Traynor+ (34),154,1933,R
266,215.,Tim Wallach (27),154,1985,R
267,215.,Pete Ward (25),154,1963,R
268,215.,Pinky Whitney (24),154,1929,R
269,215.,Todd Zeile (25),154,1991,R
270,215.,Ryan Zimmerman (24),154,2009,R
271,272.,Bob Bailey (20),153,1963,R
272,272.,Sal Bando (27),153,1971,R
273,272.,Buddy Bell (23),153,1975,R
274,272.,Les Bell (23),153,1925,R
275,272.,Les Bell (26),153,1928,R
276,272.,Tony Boeckel (28),153,1921,R
277,272.,Wade Boggs+ (25),153,1983,R
278,272.,Ken Boyer (30),153,1961,R
279,272.,Steve Buechele (26),153,1988,R
280,272.,Enos Cabell (28),153,1978,R
281,272.,Miguel Cabrera (24),153,2007,R
282,272.,Ron Cey (29),153,1977,R
283,272.,Eric Chavez (27),153,2005,R
284,272.,Doug DeCinces (31),153,1982,R
285,272.,Art Devlin (25),153,1905,R
286,272.,Bob Dillinger (29),153,1948,R
287,272.,Matt Dominguez (24),153,2014,R
288,272.,Travis Fryman (28),153,1997,R
289,272.,Larry Gardner (28),153,1914,R
290,272.,Troy Glaus (22),153,1999,R
291,272.,Eric Hinske (26),153,2004,R
292,272.,Ken Keltner (31),153,1948,R
293,272.,Freddie Lindstrom+ (22),153,1928,R
294,272.,Mike Lowell (32),153,2006,R
295,272.,Frank Malzone (27),153,1957,R
296,272.,Eddie Mathews+ (28),153,1960,R
297,272.,Eddie Mathews+ (33),153,1965,R
298,272.,Casey McGehee (27),153,2010,R
299,272.,Marv Owen (30),153,1936,R
300,272.,Larry Parrish (22),153,1976,R
301,272.,Larry Parrish (25),153,1979,R
302,272.,Tony Perez+ (28),153,1970,R
303,272.,Brooks Robinson+ (37),153,1974,R
304,272.,Aurelio Rodriguez (22),153,1970,R
305,272.,Aurelio Rodriguez (23),153,1971,R
306,272.,Aurelio Rodriguez (24),153,1972,R
307,272.,Scott Rolen (28),153,2003,R
308,272.,Ron Santo+ (21),153,1961,R
309,272.,Paul Schaal (22),153,1965,R
310,272.,Mike Schmidt+ (33),153,1983,R
311,272.,Eugenio Suarez (25),153,2017,R
312,272.,Lee Tannehill (23),153,1904,R
313,272.,John Valentin (31),153,1998,R
314,272.,Tim Wallach (30),153,1988,R
315,272.,Tim Wallach (31),153,1989,R
316,272.,Jimmy Williams (22),153,1899,R
317,272.,Matt Williams (33),153,1999,R
318,272.,David Wright (23),153,2006,R
319,272.,Todd Zeile (27),153,1993,R
320,321.,Nolan Arenado (27),152,2018,R
321,321.,Sal Bando (26),152,1970,R
322,321.,Adrian Beltre (20),152,1999,R
323,321.,Casey Blake (30),152,2004,R
324,321.,Ossie Bluege (30),152,1931,R
325,321.,Wade Boggs+ (31),152,1989,R
326,321.,Wade Boggs+ (32),152,1990,R
327,321.,George Brett+ (32),152,1985,R
328,321.,Bobby Byrne (26),152,1911,R
329,321.,Ken Caminiti (28),152,1991,R
330,321.,Harlond Clift (23),152,1936,R
331,321.,Jimmy Collins+ (28),152,1898,R
332,321.,Rafael Devers (22),152,2019,R
333,321.,Gary Gaetti (32),152,1991,R
334,321.,Larry Gardner (35),152,1921,R
335,321.,Eddie Grant (27),152,1910,R
336,321.,Stan Hack (28),152,1938,R
337,321.,Pinky Higgins (24),152,1933,R
338,321.,Pinky Higgins (28),152,1937,R
339,321.,Jack Howell (26),152,1988,R
340,321.,Chipper Jones+ (25),152,1997,R
341,321.,Chipper Jones+ (28),152,2000,R
342,321.,Willie Kamm (25),152,1925,R
343,321.,George Kell+ (24),152,1947,R
344,321.,Evan Longoria (30),152,2016,R
345,321.,Doug Rader (27),152,1972,R
346,321.,Doug Rader (28),152,1973,R
347,321.,Doug Rader (29),152,1974,R
348,321.,Brooks Robinson+ (23),152,1960,R
349,321.,Brooks Robinson+ (35),152,1972,R
350,321.,Red Rolfe (30),152,1939,R
351,321.,Ron Santo+ (26),152,1966,R
352,321.,Ron Santo+ (30),152,1970,R
353,321.,Kevin Seitzer (28),152,1990,R
354,321.,Joe Sewell+ (30),152,1929,R
355,321.,Pie Traynor+ (24),152,1923,R
356,321.,Johnny Vergez (24),152,1931,R
357,321.,Eddie Yost (24),152,1951,R
358,321.,Eddie Yost (26),152,1953,R
359,360.,Sal Bando (28),151,1972,R
360,360.,Buddy Bell (34),151,1986,R
361,360.,Wade Boggs+ (30),151,1988,R
362,360.,Tom Brookens (31),151,1985,R
363,360.,Bobby Byrne (24),151,1909,R
364,360.,Jimmy Collins+ (29),151,1899,R
365,360.,Joe Crede (25),151,2003,R
366,360.,Jimmy Dykes (36),151,1933,R
367,360.,Bob Elliott (26),151,1943,R
368,360.,Gene Freese (27),151,1961,R
369,360.,Gary Gaetti (31),151,1990,R
370,360.,Brook Jacoby (28),151,1988,R
371,360.,Ken Keltner (25),151,1942,R
372,360.,Carney Lansford (27),151,1984,R
373,360.,Billy Lauder (25),151,1899,R
374,360.,Buddy Lewis (21),151,1938,R
375,360.,Evan Longoria (23),151,2009,R
376,360.,Evan Longoria (24),151,2010,R
377,360.,Frank Malzone (30),151,1960,R
378,360.,Eddie Mathews+ (29),151,1961,R
379,360.,Bill Melton (27),151,1973,R
380,360.,Don Money (25),151,1972,R
381,360.,Jim Morrison (33),151,1986,R
382,360.,Mike Mowrey (31),151,1915,R
383,360.,Eddie Mulligan (26),151,1921,R
384,360.,Frank O'Rourke (37),151,1929,R
385,360.,Ken Reitz (23),151,1974,R
386,360.,Alex Rodriguez (30),151,2006,R
387,360.,Aurelio Rodriguez (27),151,1975,R
388,360.,Scott Rolen (26),151,2001,R
389,360.,Red Rolfe (29),151,1938,R
390,360.,Chris Sabo (29),151,1991,R
391,360.,Pablo Sandoval (27),151,2014,R
392,360.,Mike Schmidt+ (25),151,1975,R
393,360.,Red Smith (23),151,1913,R
394,360.,Harry Steinfeldt (31),151,1907,R
395,360.,Harry Steinfeldt (33),151,1909,R
396,360.,Eugenio Suarez (24),151,2016,R
397,360.,Robin Ventura (23),151,1991,R
398,360.,Ossie Vitt (25),151,1915,R
399,360.,Ossie Vitt (26),151,1916,R
400,360.,Pinky Whitney (27),151,1932,R
401,360.,Matt Williams (31),151,1997,R
402,403.,Bobby Adams (31),150,1953,R
403,403.,Pedro Alvarez (26),150,2013,R
404,403.,Buddy Bell (33),150,1985,R
405,403.,David Bell (32),150,2005,R
406,403.,Clete Boyer (30),150,1967,R
407,403.,Scott Brosius (31),150,1998,R
408,403.,Enos Cabell (30),150,1980,R
409,403.,Ron Cey (31),150,1979,R
410,403.,Jeff Cirillo (27),150,1997,R
411,403.,Josh Donaldson (28),150,2014,R
412,403.,Josh Donaldson (29),150,2015,R
413,403.,Bob Elliott (31),150,1948,R
414,403.,Gary Gaetti (28),150,1987,R
415,403.,Wally Gilbert (29),150,1930,R
416,403.,Stan Hack (27),150,1937,R
417,403.,Stan Hack (31),150,1941,R
418,403.,Brandon Inge (30),150,2007,R
419,403.,Chris Johnson (29),150,2014,R
420,403.,Jimmy Johnston (31),150,1921,R
421,403.,Ken Keltner (30),150,1947,R
422,403.,Harmon Killebrew+ (23),150,1959,R
423,403.,Corey Koskie (28),150,2001,R
424,403.,Carney Lansford (23),150,1980,R
425,403.,Vance Law (31),150,1988,R
426,403.,Tommy Leach (30),150,1908,R
427,403.,Harry Lord (31),150,1913,R
428,403.,Eddie Mathews+ (24),150,1956,R
429,403.,Marty McManus (29),150,1929,R
430,403.,Paul Molitor+ (25),150,1982,R
431,403.,Keith Moreland (33),150,1987,R
432,403.,Graig Nettles (27),150,1972,R
433,403.,Dean Palmer (23),150,1992,R
434,403.,Martin Prado (32),150,2016,R
435,403.,Ken Reitz (27),150,1978,R
436,403.,Ken Reitz (29),150,1980,R
437,403.,Mark Reynolds (24),150,2008,R
438,403.,Red Smith (24),150,1914,R
439,403.,Red Smith (26),150,1916,R
440,403.,Ed Sprague (25),150,1993,R
441,403.,Harry Steinfeldt (30),150,1906,R
442,403.,Harry Steinfeldt (32),150,1908,R
443,403.,Milt Stock (29),150,1923,R
444,403.,Jim Thome+ (25),150,1996,R
445,403.,Pie Traynor+ (26),150,1925,R
446,403.,Robin Ventura (28),150,1996,R
447,403.,Tim Wallach (29),150,1987,R
448,403.,Don Wert (27),150,1966,R
449,403.,Don Wert (29),150,1968,R
450,451.,Bob Aspromonte (28),149,1966,R
451,451.,Jimmy Austin (32),149,1912,R
452,451.,Home Run Baker+ (26),149,1912,R
453,451.,Home Run Baker+ (27),149,1913,R
454,451.,Home Run Baker+ (28),149,1914,R
455,451.,Ossie Bluege (31),149,1932,R
456,451.,Tony Boeckel (27),149,1920,R
457,451.,Wade Boggs+ (28),149,1986,R
458,451.,Bobby Bonilla (34),149,1997,R
459,451.,Ken Boyer (25),149,1956,R
460,451.,George Brett+ (26),149,1979,R
461,451.,Ken Caminiti (27),149,1990,R
462,451.,Doc Casey (36),149,1906,R
463,451.,Ron Cey (34),149,1982,R
464,451.,Dave Chalk (24),149,1975,R
465,451.,Eric Chavez (23),149,2001,R
466,451.,Jeff Cirillo (28),149,1998,R
467,451.,Harlond Clift (25),149,1938,R
468,451.,Harlond Clift (26),149,1939,R
469,451.,Joe Crede (28),149,2006,R
470,451.,Lave Cross (32),149,1898,R
471,451.,Matt Dominguez (23),149,2013,R
472,451.,Todd Frazier (30),149,2016,R
473,451.,Odell Hale (26),149,1935,R
474,451.,Jim Ray Hart (22),149,1964,R
475,451.,Don Hoak (29),149,1957,R
476,451.,Ray Jablonski (27),149,1954,R
477,451.,Chipper Jones+ (29),149,2001,R
478,451.,Willie Jones (30),149,1956,R
479,451.,Willie Kamm (23),149,1923,R
480,451.,Ken Keltner (21),149,1938,R
481,451.,Ken Keltner (24),149,1941,R
482,451.,Ken Keltner (27),149,1944,R
483,451.,Ray Knight (26),149,1979,R
484,451.,Cookie Lavagetto (26),149,1939,R
485,451.,Frank Malzone (31),149,1961,R
486,451.,Eddie Mathews+ (26),149,1958,R
487,451.,Bill McKechnie+ (27),149,1914,R
488,451.,Mike Moustakas (23),149,2012,R
489,451.,Terry Pendleton (24),149,1985,R
490,451.,Terry Pendleton (35),149,1996,R
491,451.,Ron Santo+ (31),149,1971,R
492,451.,Mike Schmidt+ (27),149,1977,R
493,451.,Mike Schmidt+ (30),149,1980,R
494,451.,Mike Shannon (29),149,1969,R
495,451.,Milt Stock (27),149,1921,R
496,451.,Milt Stock (28),149,1922,R
497,451.,Fernando Tatis (23),149,1998,R
498,451.,Tim Wallach (33),149,1991,R
499,451.,Pinky Whitney (23),149,1928,R
